APMC,Commodity,Year,Count
mumbai,cowpea,2016,11
mumbai,cucumber,2014,4
mumbai,cucumber,2015,12
mumbai,cucumber,2016,11
mumbai,cummin,2014,4
mumbai,cummin,2015,12
mumbai,cummin,2016,11
mumbai,curry leaves,2014,4
mumbai,curry leaves,2015,12
mumbai,curry leaves,2016,11
mumbai,custard apple,2014,4
mumbai,custard apple,2015,5
mumbai,custard apple,2016,1
mumbai,elephant root,2014,4
mumbai,elephant root,2015,12
mumbai,elephant root,2016,11
mumbai,fennel,2014,4
mumbai,fennel,2015,12
mumbai,fennel,2016,11
mumbai,fenugreek,2014,4
mumbai,fenugreek,2015,8
mumbai,flower,2014,4
mumbai,flower,2015,12
mumbai,flower,2016,11
mumbai,french bean,2014,1
mumbai,french bean,2015,1
mumbai,french bean,2016,11
mumbai,garlic,2014,4
mumbai,garlic,2015,12
mumbai,garlic,2016,5
mumbai,ginger dry,2014,4
mumbai,ginger dry,2015,12
mumbai,ginger dry,2016,11
mumbai,gram,2014,3
mumbai,grapes,2014,4
mumbai,grapes,2015,11
mumbai,grapes,2016,5
mumbai,green chilli,2014,4
mumbai,green chilli,2015,12
mumbai,green chilli,2016,11
mumbai,green gram,2014,1
mumbai,green peas dry,2014,4
mumbai,green peas dry,2015,12
mumbai,green peas dry,2016,11
mumbai,greenpeas,2014,4
mumbai,greenpeas,2015,12
mumbai,greenpeas,2016,11
mumbai,grnut kernels,2014,3
mumbai,grnut kernels,2015,2
mumbai,ground nut pods dry,2015,1
mumbai,ground nut pods dry,2016,2
mumbai,guava,2014,4
mumbai,guava,2015,12
mumbai,guava,2016,5
mumbai,horse gram,2014,4
mumbai,horse gram,2015,9
mumbai,horse gram,2016,8
mumbai,jaggery,2014,4
mumbai,jaggery,2015,12
mumbai,jaggery,2016,11
mumbai,ladies finger,2014,4
mumbai,ladies finger,2015,12
mumbai,ladies finger,2016,11
mumbai,lentil,2014,3
mumbai,mango,2015,1
mumbai,melon,2014,4
mumbai,melon,2015,12
mumbai,melon,2016,5
mumbai,mosambi,2014,4
mumbai,mosambi,2015,12
mumbai,mosambi,2016,5
mumbai,onion,2014,4
mumbai,onion,2015,10
mumbai,onion,2016,5
mumbai,orange,2014,4
mumbai,orange,2015,12
mumbai,orange,2016,5
mumbai,papai,2014,4
mumbai,papai,2015,12
mumbai,papai,2016,5
mumbai,pineapple,2014,4
mumbai,pineapple,2015,12
mumbai,pineapple,2016,5
mumbai,pomegranate,2014,4
mumbai,pomegranate,2015,12
mumbai,pomegranate,2016,5
mumbai,potato,2014,4
mumbai,potato,2015,12
mumbai,potato,2016,5
mumbai,ricepaddyhus,2014,4
mumbai,ricepaddyhus,2015,12
mumbai,ricepaddyhus,2016,11
mumbai,ridge gourd,2014,4
mumbai,ridge gourd,2015,12
mumbai,ridge gourd,2016,4
mumbai,shevga,2014,4
mumbai,shevga,2015,12
mumbai,shevga,2016,11
mumbai,small gourd,2014,4
mumbai,small gourd,2015,12
mumbai,small gourd,2016,11
mumbai,snake gourd,2014,4
mumbai,snake gourd,2015,12
mumbai,snake gourd,2016,11
mumbai,sorgumjawar,2014,2
mumbai,sorgumjawar,2015,1
mumbai,spilt gerrn gram,2014,4
mumbai,spilt gerrn gram,2015,12
mumbai,spilt gerrn gram,2016,11
mumbai,spilt pigeon pea,2014,4
mumbai,spilt pigeon pea,2015,12
mumbai,spilt pigeon pea,2016,11
mumbai,split black gram,2014,4
mumbai,split black gram,2015,12
mumbai,split black gram,2016,11
mumbai,split gram,2014,4
mumbai,split gram,2015,12
mumbai,split gram,2016,11
mumbai,split lentil,2014,4
mumbai,split lentil,2015,12
mumbai,split lentil,2016,11
mumbai,squash gourd,2014,4
mumbai,squash gourd,2015,12
mumbai,squash gourd,2016,11
mumbai,sugar,2014,4
mumbai,sugar,2015,12
mumbai,sugar,2016,11
mumbai,sweet potato,2014,4
mumbai,sweet potato,2015,12
mumbai,sweet potato,2016,11
mumbai,tamarind,2014,4
mumbai,tamarind,2015,12
mumbai,tamarind,2016,11
mumbai,tomato,2014,4
mumbai,tomato,2015,12
mumbai,tomato,2016,11
mumbai,turmeric,2014,4
mumbai,turmeric,2015,11
mumbai,turmeric,2016,11
mumbai,water melon,2014,4
mumbai,water melon,2015,12
mumbai,water melon,2016,5
mumbai,wheathusked,2014,3
mumbaifruit market,apple,2016,7
mumbaifruit market,banana,2016,3
mumbaifruit market,chikoo,2016,7
mumbaifruit market,custard apple,2016,6
mumbaifruit market,fig,2016,2
mumbaifruit market,guava,2016,7
mumbaifruit market,jambhul,2016,2
mumbaifruit market,kharbuj,2016,1
mumbaifruit market,litchi,2016,2
mumbaifruit market,mango,2016,5
mumbaifruit market,melon,2016,7
mumbaifruit market,mosambi,2016,7
mumbaifruit market,naspatti ,2016,3
mumbaifruit market,orange,2016,7
mumbaifruit market,papai,2016,7
mumbaifruit market,pineapple,2016,7
mumbaifruit market,pitch,2016,3
mumbaifruit market,pomegranate,2016,7
mumbaifruit market,water melon,2016,7
mumbaionion and potato mkt,garlic,2016,7
mumbaionion and potato mkt,onion,2016,7
mumbaionion and potato mkt,potato,2016,7
murbad,bitter gourd,2014,4
murbad,bitter gourd,2015,12
murbad,bitter gourd,2016,11
murbad,bottle gourd,2014,4
murbad,bottle gourd,2015,10
murbad,bottle gourd,2016,6
murbad,brinjal,2014,4
murbad,brinjal,2015,12
murbad,brinjal,2016,9
murbad,cabbage,2015,2
murbad,cabbage,2016,3
murbad,capsicum,2014,4
murbad,capsicum,2015,11
murbad,capsicum,2016,10
murbad,ghevda,2015,7
murbad,ghevda,2016,9
murbad,ghosalibhaji,2014,4
murbad,ghosalibhaji,2015,12
murbad,ghosalibhaji,2016,10
murbad,ladies finger,2014,4
murbad,ladies finger,2015,12
murbad,ladies finger,2016,11
murbad,paddyunhusked,2014,4
murbad,paddyunhusked,2015,12
murbad,paddyunhusked,2016,9
murbad,tomato,2014,4
murbad,tomato,2015,12
murbad,tomato,2016,8
murtizapur,black gram,2014,3
murtizapur,black gram,2015,5
murtizapur,black gram,2016,3
murtizapur,gram,2014,4
murtizapur,gram,2015,12
murtizapur,gram,2016,11
murtizapur,green gram,2014,4
murtizapur,green gram,2015,6
murtizapur,green gram,2016,6
murtizapur,pigeon pea tur,2014,4
murtizapur,pigeon pea tur,2015,12
murtizapur,pigeon pea tur,2016,11
murtizapur,safflower,2015,4
murtizapur,safflower,2016,1
murtizapur,sorgumjawar,2014,1
murtizapur,soybean,2014,4
murtizapur,soybean,2015,12
murtizapur,soybean,2016,11
murtizapur,sunflower,2014,1
murtizapur,sunflower,2015,1
murtizapur,wheathusked,2014,4
murtizapur,wheathusked,2015,12
murtizapur,wheathusked,2016,11
murud,paddyunhusked,2015,1
murud,paddyunhusked,2016,11
murud,ricepaddyhus,2015,4
murud,ricepaddyhus,2016,11
murum,bajri,2014,4
murum,bajri,2015,4
murum,bajri,2016,8
murum,black gram,2014,4
murum,black gram,2015,10
murum,black gram,2016,11
murum,coriander dry,2014,2
murum,coriander dry,2015,1
murum,gram,2014,2
murum,gram,2015,10
murum,gram,2016,11
murum,green gram,2014,4
murum,green gram,2015,9
murum,green gram,2016,11
murum,maize,2014,2
murum,maize,2015,5
murum,maize,2016,5
murum,pigeon pea tur,2014,4
murum,pigeon pea tur,2015,10
murum,pigeon pea tur,2016,11
murum,safflower,2014,1
murum,sesamum,2014,3
murum,sesamum,2015,1
murum,sorgumjawar,2014,3
murum,sorgumjawar,2015,8
murum,sorgumjawar,2016,10
murum,soybean,2014,3
murum,soybean,2015,10
murum,soybean,2016,11
murum,sunflower,2015,3
murum,sunflower,2016,2
murum,wheathusked,2014,4
murum,wheathusked,2015,8
murum,wheathusked,2016,5
murum,wheatunhusked,2014,4
murum,wheatunhusked,2015,8
murum,wheatunhusked,2016,5
nagbhid,paddyunhusked,2014,4
nagbhid,paddyunhusked,2015,12
nagbhid,paddyunhusked,2016,11
nagbhid,wheathusked,2015,2
nagpur,ambat chuka,2015,1
nagpur,ambat chuka,2016,2
nagpur,apple,2014,4
nagpur,apple,2015,12
nagpur,apple,2016,11
nagpur,awala,2015,1
nagpur,banana,2014,4
nagpur,banana,2015,12
nagpur,banana,2016,11
nagpur,beet root,2014,4
nagpur,beet root,2015,12
nagpur,beet root,2016,11
nagpur,bitter gourd,2014,4
nagpur,bitter gourd,2015,10
nagpur,bitter gourd,2016,11
nagpur,black gram,2015,1
nagpur,black gram,2016,1
nagpur,bor,2014,1
nagpur,bor,2015,3
nagpur,bor,2016,3
nagpur,bottle gourd,2014,4
nagpur,bottle gourd,2015,12
nagpur,bottle gourd,2016,11
nagpur,brinjal,2014,4
nagpur,brinjal,2015,12
nagpur,brinjal,2016,11
nagpur,cabbage,2014,4
nagpur,cabbage,2015,12
nagpur,cabbage,2016,11
nagpur,capsicum,2014,4
nagpur,capsicum,2015,12
nagpur,capsicum,2016,11
nagpur,carrot,2014,3
nagpur,carrot,2015,9
nagpur,carrot,2016,11
nagpur,castor seed,2015,2
nagpur,chavli pala,2014,4
nagpur,chavli pala,2015,10
nagpur,chavli pala,2016,8
nagpur,chavli shenga ,2014,4
nagpur,chavli shenga ,2015,1
nagpur,chavli shenga ,2016,11
nagpur,chikoo,2014,4
nagpur,chikoo,2015,12
nagpur,chikoo,2016,11
nagpur,chilliesred,2014,4
nagpur,chilliesred,2015,12
nagpur,chilliesred,2016,11
nagpur,chino,2014,1
nagpur,cluster bean,2014,4
nagpur,cluster bean,2015,11
nagpur,cluster bean,2016,11
nagpur,coriander ,2016,1
nagpur,coriander  ,2014,4
nagpur,coriander  ,2015,12
nagpur,coriander  ,2016,10
nagpur,coriander dry,2014,3
nagpur,coriander dry,2015,10
nagpur,coriander dry,2016,6
nagpur,cucumber,2014,4
nagpur,cucumber,2015,12
nagpur,cucumber,2016,11
nagpur,custard apple,2015,1
nagpur,custard apple,2016,2
nagpur,dhemse,2014,2
nagpur,dhemse,2015,11
nagpur,dhemse,2016,9
nagpur,fenugreek,2014,1
nagpur,fenugreek,2016,3
nagpur,flower,2014,4
nagpur,flower,2015,12
nagpur,flower,2016,11
nagpur,garlic,2014,4
nagpur,garlic,2015,16
nagpur,garlic,2016,20
nagpur,ghosalibhaji,2015,4
nagpur,ghosalibhaji,2016,4
nagpur,ginger dry,2015,4
nagpur,ginger dry,2016,3
nagpur,ginger fresh,2014,4
nagpur,ginger fresh,2015,12
nagpur,ginger fresh,2016,11
nagpur,gram,2014,4
nagpur,gram,2015,12
nagpur,gram,2016,11
nagpur,grapes,2014,4
nagpur,grapes,2015,12
nagpur,grapes,2016,11
nagpur,green chilli,2014,4
nagpur,green chilli,2015,12
nagpur,green chilli,2016,11
nagpur,green gram,2014,2
nagpur,green gram,2015,5
nagpur,green gram,2016,5
nagpur,green peas dry,2016,2
nagpur,greenpeas,2014,2
nagpur,greenpeas,2015,4
nagpur,ground nut pods dry,2014,4
nagpur,ground nut pods dry,2015,4
nagpur,ground nut pods dry,2016,6
nagpur,hemp,2015,1
nagpur,jack fruit,2015,10
nagpur,jack fruit,2016,9
nagpur,jambhul,2016,2
nagpur,ladies finger,2014,4
nagpur,ladies finger,2015,10
nagpur,ladies finger,2016,11
nagpur,lemon,2014,3
nagpur,lemon,2015,5
nagpur,lemon,2016,8
nagpur,lentil,2015,1
nagpur,linseed,2015,4
nagpur,linseed,2016,2
nagpur,maize,2015,2
nagpur,maize,2016,4
nagpur,maizecorn,2016,2
nagpur,mango,2015,5
nagpur,mango,2016,5
nagpur,mangoraw,2015,6
nagpur,mangoraw,2016,5
nagpur,math bhaji,2014,4
nagpur,math bhaji,2015,11
nagpur,math bhaji,2016,11
nagpur,melon,2015,6
nagpur,melon,2016,4
nagpur,mosambi,2014,4
nagpur,mosambi,2015,12
nagpur,mosambi,2016,11
nagpur,nolkol,2015,2
nagpur,nolkol,2016,1
nagpur,onion,2014,4
nagpur,onion,2015,12
nagpur,onion,2016,11
nagpur,orange,2014,4
nagpur,orange,2015,9
nagpur,orange,2016,7
nagpur,paddyunhusked,2014,2
nagpur,paddyunhusked,2015,8
nagpur,paddyunhusked,2016,7
nagpur,papai,2014,4
nagpur,papai,2015,12
nagpur,papai,2016,11
nagpur,parwar,2014,4
nagpur,parwar,2015,10
nagpur,parwar,2016,10
nagpur,pigeon pea tur,2014,2
nagpur,pigeon pea tur,2015,11
nagpur,pigeon pea tur,2016,11
nagpur,pineapple,2014,4
nagpur,pineapple,2015,12
nagpur,pineapple,2016,11
nagpur,pomegranate,2014,4
nagpur,pomegranate,2015,12
nagpur,pomegranate,2016,11
nagpur,potato,2014,4
nagpur,potato,2015,12
nagpur,potato,2016,11
nagpur,pumpkin,2014,4
nagpur,pumpkin,2015,12
nagpur,pumpkin,2016,11
nagpur,raddish,2014,4
nagpur,raddish,2015,10
nagpur,raddish,2016,10
nagpur,ricepaddyhus,2014,4
nagpur,ricepaddyhus,2015,12
nagpur,ricepaddyhus,2016,11
nagpur,sesamum,2016,1
nagpur,small gourd,2014,4
nagpur,small gourd,2015,12
nagpur,small gourd,2016,11
nagpur,sorgumjawar,2014,2
nagpur,sorgumjawar,2015,10
nagpur,sorgumjawar,2016,7
nagpur,soybean,2014,4
nagpur,soybean,2015,12
nagpur,soybean,2016,11
nagpur,spinach,2014,4
nagpur,spinach,2015,12
nagpur,spinach,2016,11
nagpur,sweet potato,2015,2
nagpur,sweet potato,2016,3
nagpur,tomato,2014,4
nagpur,tomato,2015,12
nagpur,tomato,2016,11
nagpur,wal bhaji,2014,3
nagpur,wal bhaji,2015,9
nagpur,wal bhaji,2016,8
nagpur,wheathusked,2014,4
nagpur,wheathusked,2015,12
nagpur,wheathusked,2016,11
naigaon,black gram,2014,1
naigaon,black gram,2015,3
naigaon,black gram,2016,5
naigaon,cotton,2014,2
naigaon,cotton,2015,4
naigaon,cotton,2016,1
naigaon,gram,2014,2
naigaon,gram,2015,1
naigaon,gram,2016,5
naigaon,green gram,2014,1
naigaon,green gram,2015,4
naigaon,green gram,2016,4
naigaon,ground nut pods dry,2015,1
naigaon,pigeon pea tur,2014,1
naigaon,pigeon pea tur,2015,2
naigaon,pigeon pea tur,2016,4
naigaon,safflower,2016,1
naigaon,sesamum,2015,1
naigaon,sesamum,2016,1
naigaon,sorgumjawar,2014,3
naigaon,sorgumjawar,2015,6
naigaon,sorgumjawar,2016,6
naigaon,soybean,2014,2
naigaon,soybean,2015,5
naigaon,soybean,2016,5
naigaon,wheathusked,2014,1
naigaon,wheathusked,2015,1
naigaon,wheathusked,2016,2
nampur,bajri,2016,10
nampur,black gram,2016,1
nampur,gram,2016,10
nampur,green gram,2016,4
nampur,ground nut pods dry,2016,6
nampur,horse gram,2016,4
nampur,maize,2016,10
nampur,matki,2016,1
nampur,onion,2016,10
nampur,pigeon pea tur,2016,8
nampur,pomegranate,2016,10
nampur,sorgumjawar,2016,5
nampur,soybean,2016,6
nampur,sunflower,2016,2
nampur,wheathusked,2016,10
nanded,baru seed,2016,1
nanded,black gram,2014,1
nanded,black gram,2015,1
nanded,black gram,2016,1
nanded,castor seed,2016,1
nanded,cotton,2014,1
nanded,gram,2014,4
nanded,gram,2015,10
nanded,gram,2016,10
nanded,green gram,2014,2
nanded,green gram,2015,6
nanded,green gram,2016,9
nanded,ground nut pods dry,2014,1
nanded,ground nut pods dry,2015,3
nanded,ground nut pods dry,2016,4
nanded,maize,2015,1
nanded,mustard,2016,1
nanded,pigeon pea tur,2014,3
nanded,pigeon pea tur,2015,12
nanded,pigeon pea tur,2016,10
nanded,safflower,2016,1
nanded,sesamum,2016,1
nanded,sorgumjawar,2014,3
nanded,sorgumjawar,2015,12
nanded,sorgumjawar,2016,11
nanded,soybean,2014,3
nanded,soybean,2015,10
nanded,soybean,2016,11
nanded,turmeric,2014,4
nanded,turmeric,2015,12
nanded,turmeric,2016,11
nanded,wheathusked,2014,4
nanded,wheathusked,2015,12
nanded,wheathusked,2016,11
nandgaon,bajri,2014,4
nandgaon,bajri,2015,4
nandgaon,bajri,2016,6
nandgaon,gram,2014,4
nandgaon,gram,2015,4
nandgaon,gram,2016,4
nandgaon,green gram,2014,4
nandgaon,green gram,2015,4
nandgaon,green gram,2016,2
nandgaon,ground nut pods dry,2014,4
nandgaon,ground nut pods dry,2015,4
nandgaon,ground nut pods dry,2016,3
nandgaon,horse gram,2014,2
nandgaon,maize,2014,4
nandgaon,maize,2015,4
nandgaon,maize,2016,6
nandgaon,onion,2014,4
nandgaon,onion,2015,3
nandgaon,onion,2016,9
nandgaon,pigeon pea tur,2014,2
nandgaon,pigeon pea tur,2015,4
nandgaon,pigeon pea tur,2016,4
nandgaon,sorgumjawar,2014,1
nandgaon,sorgumjawar,2015,4
nandgaon,sorgumjawar,2016,3
nandgaon,soybean,2014,2
nandgaon,soybean,2015,4
nandgaon,soybean,2016,2
nandgaon,tamarind,2016,1
nandgaon,wheathusked,2014,4
nandgaon,wheathusked,2015,4
nandgaon,wheathusked,2016,3
nandgaon khandeshwar,black gram,2015,2
nandgaon khandeshwar,black gram,2016,5
nandgaon khandeshwar,chino,2015,7
nandgaon khandeshwar,chino,2016,6
nandgaon khandeshwar,gram,2016,6
nandgaon khandeshwar,green gram,2015,4
nandgaon khandeshwar,green gram,2016,7
nandgaon khandeshwar,ground nut pods dry,2016,2
nandgaon khandeshwar,pigeon pea tur,2015,8
nandgaon khandeshwar,pigeon pea tur,2016,11
nandgaon khandeshwar,sorgumjawar,2016,3
nandgaon khandeshwar,soybean,2014,2
nandgaon khandeshwar,soybean,2015,9
nandgaon khandeshwar,soybean,2016,11
nandgaon khandeshwar,wheathusked,2015,7
nandgaon khandeshwar,wheathusked,2016,11
nandura,bajri,2014,3
nandura,bajri,2015,12
nandura,bajri,2016,11
nandura,black gram,2014,4
nandura,black gram,2015,12
nandura,black gram,2016,11
nandura,cotton,2014,2
nandura,gram,2014,4
nandura,gram,2015,12
nandura,gram,2016,11
nandura,green gram,2014,4
nandura,green gram,2015,11
nandura,green gram,2016,9
nandura,maize,2014,4
nandura,maize,2015,12
nandura,maize,2016,11
nandura,onion,2015,1
nandura,onion,2016,11
nandura,pigeon pea tur,2014,4
nandura,pigeon pea tur,2015,12
nandura,pigeon pea tur,2016,11
nandura,sesamum,2014,4
nandura,sesamum,2015,12
nandura,sesamum,2016,11
nandura,sorgumjawar,2014,4
nandura,sorgumjawar,2015,12
nandura,sorgumjawar,2016,11
nandura,soybean,2014,4
nandura,soybean,2015,12
nandura,soybean,2016,11
nandura,sunflower,2015,1
nandura,wheathusked,2014,4
nandura,wheathusked,2015,12
nandura,wheathusked,2016,11
nandurbar,bajri,2014,4
nandurbar,bajri,2015,12
nandurbar,bajri,2016,11
nandurbar,black gram,2014,3
nandurbar,black gram,2015,10
nandurbar,black gram,2016,6
nandurbar,castor seed,2015,1
nandurbar,chilliesred,2014,4
nandurbar,chilliesred,2015,10
nandurbar,chilliesred,2016,9
nandurbar,cluster bean,2014,4
nandurbar,cluster bean,2015,12
nandurbar,cluster bean,2016,7
nandurbar,cotton,2014,2
nandurbar,cowpea,2015,3
nandurbar,cowpea,2016,3
nandurbar,gram,2014,4
nandurbar,gram,2015,12
nandurbar,gram,2016,11
nandurbar,green gram,2014,4
nandurbar,green gram,2015,11
nandurbar,green gram,2016,11
nandurbar,ground nut pods dry,2014,4
nandurbar,ground nut pods dry,2015,7
nandurbar,ground nut pods dry,2016,7
nandurbar,horse gram,2015,2
nandurbar,horse gram,2016,3
nandurbar,maize,2014,4
nandurbar,maize,2015,12
nandurbar,maize,2016,11
nandurbar,matki,2015,8
nandurbar,matki,2016,3
nandurbar,nagali,2015,2
nandurbar,pigeon pea tur,2014,2
nandurbar,pigeon pea tur,2015,12
nandurbar,pigeon pea tur,2016,10
nandurbar,ricepaddyhus,2014,4
nandurbar,ricepaddyhus,2015,6
nandurbar,ricepaddyhus,2016,8
nandurbar,safflower,2015,2
nandurbar,safflower,2016,2
nandurbar,sesamum,2015,1
nandurbar,shepa,2014,3
nandurbar,shepa,2015,5
nandurbar,shepa,2016,2
nandurbar,sorgumjawar,2014,4
nandurbar,sorgumjawar,2015,12
nandurbar,sorgumjawar,2016,11
nandurbar,soybean,2014,4
nandurbar,soybean,2015,12
nandurbar,soybean,2016,9
nandurbar,sunflower,2014,3
nandurbar,sunflower,2015,10
nandurbar,sunflower,2016,9
nandurbar,thymollovage,2014,1
nandurbar,thymollovage,2015,5
nandurbar,thymollovage,2016,3
nandurbar,wheathusked,2014,4
nandurbar,wheathusked,2015,12
nandurbar,wheathusked,2016,11
narkhed,cotton,2014,2
narkhed,cotton,2015,7
narkhed,cotton,2016,7
narkhed,ground nut pods dry,2016,2
narkhed,orange,2015,2
narkhed,orange,2016,5
narkhed,soybean,2016,1
nashik,apple,2014,2
nashik,apple,2015,5
nashik,apple,2016,11
nashik,banana,2016,4
nashik,bitter gourd,2014,3
nashik,bitter gourd,2015,7
nashik,bitter gourd,2016,11
nashik,bor,2014,2
nashik,bor,2015,4
nashik,bor,2016,3
nashik,bottle gourd,2014,3
nashik,bottle gourd,2015,4
nashik,bottle gourd,2016,11
nashik,brinjal,2014,3
nashik,brinjal,2015,7
nashik,brinjal,2016,11
nashik,cabbage,2014,3
nashik,cabbage,2015,7
nashik,cabbage,2016,10
nashik,capsicum,2014,3
nashik,capsicum,2015,7
nashik,capsicum,2016,11
nashik,carrot,2014,3
nashik,carrot,2015,6
nashik,carrot,2016,11
nashik,cluster bean,2014,3
nashik,cluster bean,2015,1
nashik,cluster bean,2016,11
nashik,coriander ,2016,1
nashik,coriander  ,2014,3
nashik,coriander  ,2015,6
nashik,coriander  ,2016,10
nashik,cucumber,2014,3
nashik,cucumber,2015,6
nashik,cucumber,2016,11
nashik,custard apple,2014,1
nashik,custard apple,2016,3
nashik,dhemse,2015,1
nashik,dhemse,2016,2
nashik,flower,2014,3
nashik,flower,2015,7
nashik,flower,2016,11
nashik,garlic,2014,3
nashik,garlic,2015,6
nashik,garlic,2016,11
nashik,ghevda,2014,3
nashik,ghevda,2015,6
nashik,ghevda,2016,9
nashik,ghosalibhaji,2015,2
nashik,ghosalibhaji,2016,9
nashik,ginger fresh,2014,2
nashik,ginger fresh,2015,6
nashik,ginger fresh,2016,11
nashik,grapes,2015,2
nashik,grapes,2016,3
nashik,green chilli,2014,2
nashik,green chilli,2015,5
nashik,green chilli,2016,11
nashik,greenpeas,2014,3
nashik,greenpeas,2015,5
nashik,greenpeas,2016,9
nashik,ground nut pods dry,2014,2
nashik,ground nut pods dry,2015,2
nashik,ground nut pods dry,2016,9
nashik,guava,2014,2
nashik,guava,2016,11
nashik,kanda pat,2014,3
nashik,kanda pat,2015,6
nashik,kanda pat,2016,11
nashik,kharbuj,2016,7
nashik,ladies finger,2014,3
nashik,ladies finger,2015,6
nashik,ladies finger,2016,11
nashik,lemon,2014,3
nashik,lemon,2015,4
nashik,lemon,2016,11
nashik,mango,2016,3
nashik,mangoraw,2016,5
nashik,melon,2015,3
nashik,melon,2016,11
nashik,methi bhaji,2014,3
nashik,methi bhaji,2015,6
nashik,methi bhaji,2016,11
nashik,mint,2014,3
nashik,mint,2015,6
nashik,mint,2016,11
nashik,mosambi,2014,2
nashik,mosambi,2015,5
nashik,mosambi,2016,11
nashik,onion,2014,3
nashik,onion,2015,6
nashik,onion,2016,11
nashik,orange,2014,2
nashik,orange,2015,3
nashik,orange,2016,6
nashik,papai,2015,3
nashik,papai,2016,8
nashik,pineapple,2015,1
nashik,pineapple,2016,3
nashik,pomegranate,2014,3
nashik,pomegranate,2015,6
nashik,pomegranate,2016,11
nashik,potato,2014,3
nashik,potato,2015,6
nashik,potato,2016,11
nashik,raddish,2014,3
nashik,raddish,2015,6
nashik,raddish,2016,11
nashik,shahale,2016,1
nashik,shahale ,2014,2
nashik,shahale ,2015,6
nashik,shahale ,2016,10
nashik,shepu,2014,3
nashik,shepu,2015,6
nashik,shepu,2016,11
nashik,spinach,2014,3
nashik,spinach,2015,6
nashik,spinach,2016,11
nashik,squash gourd,2014,3
nashik,squash gourd,2015,6
nashik,squash gourd,2016,11
nashik,sweet potato,2016,1
nashik,tomato,2014,3
nashik,tomato,2015,7
nashik,tomato,2016,11
nashik,wal papdi,2014,3
nashik,wal papdi,2015,6
nashik,wal papdi,2016,9
nashik,water melon,2016,2
nashikdevlali,ambat chuka,2016,4
nashikdevlali,banana,2016,3
nashikdevlali,chavli pala,2016,8
nashikdevlali,coriander ,2016,1
nashikdevlali,coriander  ,2016,10
nashikdevlali,guava,2016,1
nashikdevlali,kanda pat,2016,11
nashikdevlali,kardai,2016,3
nashikdevlali,mango,2016,2
nashikdevlali,melon,2016,2
nashikdevlali,methi bhaji,2016,11
nashikdevlali,mint,2016,1
nashikdevlali,papai,2016,3
nashikdevlali,raddish,2016,11
nashikdevlali,shepu,2016,11
nashikdevlali,spinach,2016,11
nashikdevlali,tandulja,2016,7
navapur,bajri,2016,1
navapur,bitter gourd,2016,2
navapur,black gram,2015,1
navapur,black gram,2016,1
navapur,brinjal,2015,2
navapur,brinjal,2016,10
navapur,cabbage,2015,2
navapur,cabbage,2016,6
navapur,cluster bean,2016,2
navapur,coriander  ,2015,2
navapur,coriander  ,2016,5
navapur,cotton,2014,1
navapur,cotton,2015,2
navapur,cotton,2016,2
navapur,cucumber,2016,1
navapur,flower,2015,2
navapur,flower,2016,10
navapur,ginger fresh,2015,1
navapur,ginger fresh,2016,3
navapur,gram,2015,2
navapur,gram,2016,6
navapur,green chilli,2015,2
navapur,green chilli,2016,8
navapur,green gram,2016,4
navapur,green peas dry,2015,1
navapur,green peas dry,2016,3
navapur,ground nut pods dry,2015,1
navapur,ground nut pods dry,2016,4
navapur,indian bean,2016,2
navapur,jaggery,2016,1
navapur,maize,2014,1
navapur,maize,2015,2
navapur,maize,2016,9
navapur,methi bhaji,2016,4
navapur,onion,2015,2
navapur,onion,2016,5
navapur,other cereals,2016,2
navapur,other pulses,2016,1
navapur,other vegetables,2015,2
navapur,other vegetables,2016,3
navapur,paddyunhusked,2014,1
navapur,paddyunhusked,2015,2
navapur,paddyunhusked,2016,9
navapur,pigenpea bhaji,2016,3
navapur,pigeon pea tur,2015,1
navapur,pigeon pea tur,2016,5
navapur,potato,2015,1
navapur,potato,2016,1
navapur,ricepaddyhus,2015,1
navapur,ricepaddyhus,2016,6
navapur,sorgumjawar,2014,1
navapur,sorgumjawar,2015,2
navapur,sorgumjawar,2016,9
navapur,soybean,2015,2
navapur,soybean,2016,5
navapur,tomato,2015,2
navapur,tomato,2016,10
navapur,wal papdi,2015,2
navapur,wal papdi,2016,6
navapur,wheathusked,2015,2
navapur,wheathusked,2016,9
ner parasopant,black gram,2014,2
ner parasopant,black gram,2015,4
ner parasopant,black gram,2016,3
ner parasopant,gram,2014,3
ner parasopant,gram,2015,9
ner parasopant,gram,2016,8
ner parasopant,green gram,2014,1
ner parasopant,green gram,2015,3
ner parasopant,green gram,2016,4
ner parasopant,ground nut pods dry,2015,1
ner parasopant,ground nut pods dry,2016,1
ner parasopant,pigeon pea tur,2014,3
ner parasopant,pigeon pea tur,2015,10
ner parasopant,pigeon pea tur,2016,11
ner parasopant,soybean,2014,4
ner parasopant,soybean,2015,12
ner parasopant,soybean,2016,11
ner parasopant,wheathusked,2014,4
ner parasopant,wheathusked,2015,6
ner parasopant,wheathusked,2016,3
newasa,bajri,2014,4
newasa,bajri,2015,10
newasa,bajri,2016,10
newasa,cotton,2014,1
newasa,cotton,2015,1
newasa,gram,2014,4
newasa,gram,2015,11
newasa,gram,2016,10
newasa,green gram,2016,1
newasa,maize,2014,1
newasa,maize,2015,9
newasa,maize,2016,6
newasa,pigeon pea tur,2015,2
newasa,pigeon pea tur,2016,4
newasa,sorgumjawar,2014,2
